title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_year,genre_encoded,console_encoded,publisher_encoded
battlefield: bad company 2,X360,Shooter,Electronic Arts,Ea Digital Illusions Ce,9.0,3.48,2.11,0.04,1.01,0.33,2010.0,15,35,178
mario & sonic at the olympic winter games,Ds,Sports,Sega,Sega,7.6,3.47,1.21,0.27,1.63,0.37,2009.0,17,4,566
guitar hero: on tour,Ds,Misc,Activision,Vicarious Visions,7.1,3.46,2.1,0.01,1.01,0.35,2008.0,6,4,23
tekken 4,Ps2,Fighting,Namco,Namco,7.9,3.44,1.55,0.33,1.27,0.29,2002.0,5,21,435
lego batman: the videogame,X360,Adventure,Warner Bros. Interactive,Traveller'S Tales,7.5,3.44,2.07,0.0,1.04,0.34,2008.0,2,35,717
halo: the master chief collection,Xone,Shooter,Microsoft Studios,343 Industries,8.8,3.44,2.06,0.03,1.04,0.31,2014.0,15,38,411
littlebigplanet 2,Ps3,Platform,Sony Computer Entertainment,Media Molecule,9.1,3.43,1.83,0.06,1.07,0.47,2011.0,10,22,585
fifa 14,Ps4,Sports,Ea Sports,Ea Canada,7.3,3.43,0.62,0.12,2.18,0.51,2013.0,17,23,167
grand theft auto 2,Ps,Action,Rockstar Games,Dma Design,6.9,3.42,1.13,0.0,2.07,0.22,1999.0,0,20,552
destiny,Xone,Shooter,Activision,Bungie,8.3,3.41,2.17,0.0,0.92,0.32,2014.0,15,38,23
spider-man 2,Ps2,Action,Activision,Treyarch,7.9,3.41,1.75,0.02,1.2,0.43,2004.0,0,21,23
fifa soccer 2003,Ps2,Sports,Ea Sports,Ea Canada,7.3,3.4,0.46,0.05,2.28,0.61,2002.0,17,21,167
crash bash,Ps,Misc,Sony Computer Entertainment,Eurocom Entertainment Software,6.8,3.39,1.56,0.19,1.47,0.17,2000.0,6,20,585
gears of war 4,Xone,Shooter,Microsoft Studios,The Coalition,7.3,3.38,2.17,0.0,0.9,0.32,2016.0,15,38,411
the elder scrolls v: skyrim special edition,Ps4,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.3,3.36,1.24,0.08,1.5,0.54,2016.0,13,23,87
watch dogs 2,Ps4,Action,Ubisoft,Ubisoft,7.3,3.36,0.98,0.12,1.74,0.52,2016.0,0,23,685
wwf war zone,Ps,Fighting,Acclaim Entertainment,Iguana Entertainment,7.3,3.36,2.47,0.0,0.76,0.13,1998.0,5,20,20
assassin's creed iv: black flag,X360,Action-Adventure,Ubisoft,Ubisoft Montreal,8.5,3.34,1.9,0.01,1.14,0.3,2013.0,1,35,685
nba 2k18,Ps4,Sports,2K Sports,Visual Concepts,8.1,3.34,2.13,0.04,0.57,0.59,2017.0,17,23,7
james bond 007: nightfire,Ps2,Shooter,Electronic Arts,Eurocom Entertainment Software,7.3,3.33,1.45,0.12,1.29,0.46,2002.0,15,21,178
star wars episode iii: revenge of the sith,Ps2,Action,Lucasarts,The Collective,7.3,3.32,1.47,0.03,1.39,0.43,2005.0,0,21,369
max payne,Ps2,Shooter,Rockstar Games,Remedy Entertainment,8.1,3.31,1.99,0.05,1.05,0.22,2001.0,15,21,552
madden nfl 16,Ps4,Sports,Ea Sports,Ea Tiburon,8.2,3.3,2.39,0.0,0.31,0.61,2015.0,17,23,167
the lord of the rings: the return of the king,Ps2,Action,Electronic Arts,"Hypnos Entertainment, Inc.",8.4,3.28,1.5,0.05,1.28,0.46,2003.0,0,21,178
madden nfl 17,Ps4,Sports,Ea Sports,Ea Tiburon,8.5,3.28,2.3,0.0,0.37,0.6,2016.0,17,23,167
gran turismo (psp),Psp,Racing,Sony Computer Entertainment,Polyphony Digital,7.3,3.27,0.51,0.31,1.59,0.86,2009.0,12,25,585
far cry 3,Ps3,Shooter,Ubisoft,Ubisoft Montreal,7.3,3.27,0.88,0.1,1.79,0.5,2012.0,15,22,685
true crime: streets of la,Ps2,Action,Activision,Luxoflux,7.3,3.27,1.89,0.02,1.05,0.31,2003.0,0,21,23
fifa 16,Xone,Sports,Ea Sports,Ea Canada,8.5,3.25,0.92,0.0,2.1,0.24,2015.0,17,38,167
l.a. noire,Ps3,Adventure,Rockstar Games,Team Bondi,9.1,3.21,1.29,0.12,1.31,0.49,2011.0,2,22,552
007: tomorrow never dies,Ps,Shooter,Electronic Arts,Black Ops Entertainment,6.2,3.21,1.72,0.0,1.33,0.16,1999.0,15,20,178
wwf smackdown! 2: know your role,Ps,Fighting,Thq,Yuke'S,8.7,3.2,1.76,0.07,1.21,0.16,2000.0,5,20,657
assassin's creed iv: black flag,Ps4,Action-Adventure,Ubisoft,Ubisoft Montreal,8.3,3.19,1.07,0.06,1.55,0.51,2013.0,1,23,685
enter the matrix,Ps2,Action,Atari,Shiny Entertainment,7.3,3.18,1.78,0.09,1.12,0.19,2003.0,0,21,68
assassin's creed odyssey,Ps4,Action-Adventure,Ubisoft,Ubisoft Quebec,9.5,3.18,1.18,0.09,1.4,0.51,2018.0,1,23,685
fallout: new vegas,Ps3,Role-Playing,Bethesda Softworks,Obsidian Entertainment,8.2,3.17,1.54,0.1,1.04,0.49,2010.0,13,22,87
fifa soccer 08,Ps2,Sports,Ea Sports,Ea Canada,7.3,3.14,0.68,0.0,0.0,2.46,2007.0,17,21,167
club penguin: elite penguin force,Ds,Adventure,Disney Interactive Studios,1St Playable Productions,7.0,3.14,1.87,0.0,0.97,0.3,2008.0,2,4,154
fifa 18,Xone,Sports,Ea Sports,Ea Vancouver,8.0,3.14,0.98,0.0,1.92,0.23,2017.0,17,38,167
spider-man,Ps,Action,Activision,Neversoft Entertainment,7.3,3.13,1.7,0.02,1.25,0.16,2000.0,0,20,23
the elder scrolls iv: oblivion,Ps3,Role-Playing,Bethesda Softworks,4J Studios,9.3,3.12,1.69,0.14,0.86,0.44,2007.0,13,22,87
resident evil 6,Ps3,Action,Capcom,Capcom,7.3,3.12,0.88,0.88,0.97,0.39,2012.0,0,22,107
need for speed iii: hot pursuit,Ps,Racing,Electronic Arts,Ea Canada,7.3,3.12,2.14,0.0,0.86,0.13,1998.0,12,20,178
tom clancy's ghost recon wildlands,Ps4,Shooter,Ubisoft,Ubisoft Paris,7.0,3.12,1.07,0.22,1.35,0.47,2017.0,15,23,685
titanfall,Xone,Shooter,Electronic Arts,Respawn Entertainment,7.3,3.11,1.88,0.04,0.91,0.28,2014.0,15,38,178
nba 2k13,X360,Sports,2K Sports,Visual Concepts,8.6,3.11,2.62,0.01,0.21,0.28,2012.0,17,35,7
mass effect 2,X360,Role-Playing,Electronic Arts,Bioware Edmonton,9.5,3.1,1.99,0.03,0.81,0.27,2010.0,13,35,178
lego batman: the videogame,Wii,Adventure,Warner Bros. Interactive,Traveller'S Tales,7.3,3.08,1.8,0.0,0.98,0.29,2008.0,2,31,717
madden nfl 2002,Ps2,Sports,Ea Sports,Ea Sports,7.3,3.08,2.5,0.01,0.16,0.42,2001.0,17,21,167
saints row 2,X360,Action,Thq,Volition Inc.,7.9,3.07,1.98,0.02,0.79,0.28,2008.0,0,35,657
call of duty: ghosts,Xone,Shooter,Activision,Infinity Ward,7.5,3.07,1.92,0.0,0.86,0.28,2013.0,15,38,23
the sims: vacation,Pc,Simulation,Electronic Arts,Maxis,7.3,3.07,1.72,0.0,1.21,0.14,2002.0,16,17,178
borderlands 2,X360,Shooter,2K Games,Gearbox Software,7.3,3.06,1.89,0.04,0.88,0.26,2013.0,15,35,5
lego batman: the videogame,Ds,Adventure,Warner Bros. Interactive,Traveller'S Tales,7.8,3.06,1.75,0.0,1.02,0.29,2008.0,2,4,717
kung fu panda,X360,Platform,Activision,Luxoflux,7.5,3.05,1.91,0.0,0.84,0.29,2008.0,10,35,23
metal gear solid v: the phantom pain,Ps4,Action,Konami Digital Entertainment,Kojima Productions,7.3,3.04,0.97,0.5,1.15,0.42,2015.0,0,23,354
mass effect 3,X360,Role-Playing,Electronic Arts,Bioware,9.5,3.04,1.94,0.03,0.84,0.24,2012.0,13,35,178
rayman,Ps,Platform,Ubisoft,Ubisoft Montpellier,7.0,3.03,1.54,0.0,1.33,0.16,1995.0,10,20,685
tom clancy's splinter cell,Xb,Action,Ubisoft,Ubisoft,9.3,3.02,1.85,0.0,1.04,0.13,2002.0,0,36,685
wwe smackdown! vs. raw 2006,Ps2,Fighting,Thq,Yuke'S,8.4,3.0,1.57,0.0,1.02,0.41,2005.0,5,21,657
the sims: livin large,Pc,Misc,Electronic Arts,Maxis,7.3,2.99,1.67,0.0,1.18,0.13,2000.0,6,17,178
world soccer winning eleven 6 international,Ps2,Sports,Konami,Konami Computer Entertainment Tokyo,7.3,2.99,0.12,1.16,1.26,0.45,2003.0,17,21,353
far cry 3,X360,Shooter,Ubisoft,Ubisoft Montreal,7.3,2.98,1.38,0.02,1.33,0.25,2012.0,15,35,685
hitman 2: silent assassin,Ps2,Action,Eidos Interactive,Io Interactive,7.3,2.96,1.36,0.04,1.15,0.41,2002.0,0,21,174
battlefield: bad company 2,Ps3,Shooter,Electronic Arts,Ea Digital Illusions Ce,8.9,2.96,1.33,0.08,1.11,0.44,2010.0,15,22,178
street fighter iv,X360,Fighting,Capcom,Capcom / Dimps Corporation,9.3,2.95,1.83,0.15,0.7,0.26,2009.0,5,35,107
wwe smackdown! vs. raw 2006,Ps2,Fighting,Thq,Yuke'S,7.3,2.94,1.45,0.04,1.11,0.33,2005.0,5,21,657
pac-man collection,Gba,Puzzle,Namco,Mass Media,7.3,2.94,2.07,0.05,0.77,0.05,2001.0,11,6,435
madden nfl 13,X360,Sports,Ea Sports,Ea Tiburon,8.0,2.93,2.53,0.0,0.16,0.24,2012.0,17,35,167
doom (2016),Ps4,Shooter,Bethesda Softworks,Id Software,7.3,2.92,0.93,0.04,1.48,0.46,2016.0,15,23,87
fifa 15,X360,Sports,Ea Sports,Ea Canada,6.9,2.91,0.8,0.0,1.9,0.21,2014.0,17,35,167
mass effect,X360,Role-Playing,Microsoft Game Studios,Bioware Edmonton,9.2,2.91,1.83,0.03,0.79,0.27,2007.0,13,35,410
mortal kombat (2011),Ps3,Fighting,Warner Bros. Interactive Entertainment,Netherrealm Studios,8.5,2.9,1.98,0.0,0.54,0.38,2011.0,5,22,718
call of duty: finest hour,Ps2,Shooter,Activision,Spark Unlimited,7.3,2.89,1.51,0.01,1.12,0.24,2004.0,15,21,23
cooking mama: cook off,Wii,Simulation,Majesco,Office Create,5.9,2.89,1.41,0.05,1.12,0.3,2007.0,16,31,375
sega superstars tennis,X360,Sports,Sega,Sumo Digital,6.9,2.89,1.75,0.0,0.86,0.28,2008.0,17,35,566
hot shots golf 3,Ps2,Sports,Sony Computer Entertainment,Clap Hanz,7.3,2.89,0.99,1.38,0.32,0.2,2002.0,17,21,585
imagine: babyz,Ds,Simulation,Ubisoft,Visual Impact,3.5,2.87,1.3,0.0,1.26,0.31,2007.0,16,4,685
colin mcrae rally,Ps,Racing,Sony Computer Entertainment,Codemasters,7.9,2.87,0.09,0.12,2.43,0.22,2000.0,12,20,585
mafia iii,Ps4,Action-Adventure,2K Games,Hangar 13,6.9,2.87,0.72,0.04,1.67,0.44,2016.0,1,23,5
the elder scrolls iii: morrowind,Xb,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.2,2.86,2.09,0.03,0.63,0.11,2002.0,13,36,87
assassin's creed: brotherhood,Ps3,Action,Ubisoft,Ubisoft Montreal,9.1,2.85,1.87,0.11,0.57,0.3,2010.0,0,22,685
madden nfl 10,X360,Sports,Ea Sports,Ea Tiburon,8.6,2.83,2.52,0.0,0.09,0.22,2009.0,17,35,167
bioshock,X360,Shooter,2K Games,2K Australia / 2K Boston,9.6,2.83,1.65,0.05,0.85,0.28,2007.0,15,35,5
wwe smackdown! vs. raw,Ps2,Fighting,Thq,Yuke'S,7.3,2.83,1.32,0.04,1.08,0.39,2004.0,5,21,657
zumba fitness 2,Wii,Sports,Majesco,"Pipeworks Software, Inc.",7.3,2.83,1.52,0.0,1.05,0.26,2011.0,17,31,375
diablo iii: ultimate evil edition,Ps4,Role-Playing,Blizzard Entertainment,Blizzard Entertainment,7.3,2.82,0.83,0.08,1.48,0.44,2014.0,13,23,97
finding nemo,Gba,Platform,Thq,Vicarious Visions,7.0,2.82,1.59,0.04,1.05,0.14,2003.0,10,6,657
gran turismo (psp),Psn,Racing,Sony Computer Entertainment,Polyphony Digital,7.8,2.82,0.43,0.31,0.91,1.16,2009.0,12,24,585
medal of honor,Ps3,Shooter,Electronic Arts,Ea Los Angeles,6.7,2.82,1.28,0.07,1.04,0.43,2010.0,15,22,178
imagine: fashion designer,Ds,Simulation,Ubisoft,Virtual Toys / Lexis Numerique,3.0,2.81,1.32,0.0,1.19,0.3,2007.0,16,4,685
need for speed: hot pursuit,Ps3,Racing,Electronic Arts,Criterion Games,8.9,2.81,1.05,0.03,1.24,0.49,2010.0,12,22,178
killzone 3,Ps3,Shooter,Sony Computer Entertainment,Guerrilla Games,8.2,2.81,1.46,0.09,0.87,0.38,2011.0,15,22,585
nba street,Ps2,Sports,Ea Sports Big,Nufx,7.3,2.79,2.19,0.0,0.22,0.38,2001.0,17,21,168
skylanders: spyro's adventure,Wii,Action,Activision,Toys For Bob,8.0,2.79,1.35,0.0,1.15,0.3,2011.0,0,31,23
wwf smackdown! just bring it,Ps2,Fighting,Thq,Yuke'S,7.3,2.79,1.19,0.04,1.15,0.41,2001.0,5,21,657
mortal kombat trilogy,Ps,Fighting,Midway Games,Avalanche Software,7.3,2.79,1.98,0.0,0.7,0.11,1996.0,5,20,413
hot shots golf,Ps,Sports,Sony Computer Entertainment,Camelot Software Planning,7.3,2.79,0.29,2.13,0.2,0.18,1998.0,17,20,585
a bug's life,Ps,Platform,Sony Computer Entertainment,Traveller'S Tales,3.6,2.79,1.96,0.0,0.72,0.11,1998.0,10,20,585
star wars: the force unleashed,X360,Action,Lucasarts,Lucasarts,7.1,2.77,1.74,0.0,0.78,0.26,2008.0,0,35,369
saints row: the third,X360,Action,Thq,Volition Inc.,8.3,2.77,1.26,0.07,1.14,0.3,2011.0,0,35,657
the sims,Ps2,Simulation,Electronic Arts,Edge Of Reality,7.3,2.77,1.41,0.0,1.12,0.24,2003.0,16,21,178
battlefield 3,Pc,Shooter,Electronic Arts,Dice,8.9,2.76,0.89,0.0,1.44,0.43,2011.0,15,17,178
need for speed: most wanted (2012),Ps3,Racing,Electronic Arts,Criterion Games,8.5,2.74,0.71,0.06,1.52,0.45,2012.0,12,22,178
far cry: primal,Ps4,Action-Adventure,Ubisoft,Ubisoft Montreal,7.2,2.73,0.63,0.07,1.61,0.41,2016.0,1,23,685
l.a. noire,X360,Adventure,Rockstar Games,Team Bondi,9.1,2.73,1.55,0.02,0.92,0.24,2011.0,2,35,552
overwatch,Xone,Shooter,Blizzard Entertainment,Blizzard Entertainment,8.7,2.72,1.63,0.0,0.84,0.25,2016.0,15,38,97
need for speed (2015),Ps4,Racing,Electronic Arts,Ghost Games,7.0,2.72,0.59,0.06,1.66,0.41,2015.0,12,23,178
tom clancy's rainbow six: siege,Xone,Shooter,Ubisoft,Ubisoft Montreal,7.3,2.71,1.62,0.0,0.84,0.25,2015.0,15,38,685
skate 3,X360,Sports,Ea Sports,Ea Black Box,8.3,2.71,1.47,0.0,0.99,0.25,2010.0,17,35,167
madden nfl 13,Ps3,Sports,Ea Sports,Ea Tiburon,8.3,2.71,2.12,0.0,0.24,0.36,2012.0,17,22,167
madden nfl 12,X360,Sports,Ea Sports,Ea Tiburon,7.8,2.7,2.43,0.0,0.11,0.16,2011.0,17,35,167
call of duty 3,X360,Shooter,Activision,Treyarch,8.0,2.7,1.49,0.02,0.92,0.27,2006.0,15,35,23
lego star wars ii: the original trilogy,Ps2,Action,Lucasarts,Traveller'S Tales,8.4,2.69,1.85,0.01,0.64,0.19,2006.0,0,21,369
madden nfl 11,X360,Sports,Ea Sports,Ea Tiburon,8.3,2.69,2.38,0.0,0.12,0.19,2010.0,17,35,167
burnout 3: takedown,Ps2,Racing,Electronic Arts,Criterion Games,9.3,2.68,1.23,0.0,1.11,0.34,2004.0,12,21,178
mortal kombat,Gen,Fighting,Arena Entertainment,Probe Entertainment Limited,7.3,2.67,1.95,0.0,0.63,0.09,1993.0,5,9,48
medal of honor,Ps,Shooter,Electronic Arts,Dreamworks Interactive,9.3,2.67,1.44,0.0,1.09,0.14,1999.0,15,20,178
call of duty 2: big red one,Ps2,Shooter,Activision,Treyarch,8.5,2.67,1.48,0.01,0.92,0.26,2005.0,15,21,23
final fantasy xiii-2,Ps3,Role-Playing,Square Enix,Square Enix,8.3,2.66,0.78,0.89,0.75,0.23,2012.0,13,22,601
medal of honor heroes,Psp,Shooter,Electronic Arts,Team Fusion,6.7,2.66,0.86,0.01,1.11,0.67,2006.0,15,25,178
guitar hero: world tour,X360,Misc,Activision,Neversoft Entertainment,8.6,2.66,1.78,0.0,0.64,0.25,2008.0,6,35,23
wwe smackdown! shut your mouth,Ps2,Fighting,Thq,Yuke'S,7.3,2.66,1.32,0.04,1.29,0.0,2002.0,5,21,657
tom clancy's splinter cell,Ps2,Action,Ubisoft,Ubisoft,7.3,2.65,1.15,0.0,1.11,0.4,2003.0,0,21,685
need for speed: shift,Ps3,Racing,Electronic Arts,Slightly Mad Studios,8.2,2.65,0.69,0.04,1.4,0.52,2009.0,12,22,178
hannah montana,Ds,Action,Buena Vista,Dc Studios,6.5,2.65,1.59,0.0,0.8,0.26,2006.0,0,4,105
medal of honor,X360,Shooter,Electronic Arts,Ea Los Angeles,7.3,2.64,1.58,0.04,0.8,0.22,2010.0,15,35,178
nba 2k12,X360,Sports,2K Sports,Visual Concepts,9.1,2.64,2.32,0.01,0.14,0.17,2011.0,17,35,7
midnight club: street racing,Ps2,Racing,Rockstar Games,Angel Studios,7.3,2.63,2.0,0.02,0.47,0.14,2000.0,12,21,552
nba 2k19,Ps4,Sports,2K Sports,Visual Concepts,7.3,2.63,1.69,0.03,0.44,0.47,2018.0,17,23,7
nba 2k13,Ps3,Sports,2K Sports,Visual Concepts,8.9,2.63,1.74,0.05,0.46,0.39,2012.0,17,22,7
fifa soccer 10,X360,Sports,Ea Sports,Ea Canada,8.9,2.62,0.6,0.01,1.79,0.23,2009.0,17,35,167
espn nfl 2k5,Ps2,Sports,Sega,Visual Concepts,7.3,2.62,2.15,0.0,0.12,0.36,2004.0,17,21,566
madden nfl 18,Ps4,Sports,Ea Sports,Ea Tiburon,8.2,2.62,1.73,0.0,0.42,0.47,2017.0,17,23,167
littlebigplanet,Psp,Platform,Sony Computer Entertainment,Scee Cambridge,8.8,2.61,0.65,0.01,1.27,0.68,2009.0,10,25,585
harry potter and the chamber of secrets,Ps2,Adventure,Electronic Arts,Eurocom Entertainment Software,7.3,2.61,0.9,0.04,1.22,0.44,2002.0,2,21,178
grand theft auto: episodes from liberty city,X360,Adventure,Rockstar Games,Rockstar North,9.0,2.6,1.08,0.03,1.22,0.27,2009.0,2,35,552
streets of rage,Gen,Action,Sega,Sega,7.3,2.6,1.86,0.11,0.55,0.08,1990.0,0,9,566
fifa soccer 09,Ps3,Sports,Electronic Arts,Ea Canada,8.6,2.59,0.49,0.04,1.63,0.43,2008.0,17,22,178
nba live 2005,Ps2,Sports,Ea Sports,Ea Canada,7.3,2.59,2.03,0.0,0.21,0.35,2004.0,17,21,167
tom clancy's the division,Xone,Shooter,Ubisoft,Massive Entertainment,7.3,2.59,1.54,0.0,0.82,0.24,2016.0,15,38,685
lego star wars: the complete saga,X360,Action,Lucasarts,Traveller'S Tales,7.3,2.59,1.53,0.0,0.83,0.24,2007.0,0,35,369
wwe smackdown vs. raw 2007,Ps2,Fighting,Thq,Yuke'S,8.0,2.58,1.4,0.03,0.88,0.26,2006.0,5,21,657
skylanders giants,Wii,Misc,Activision,Toys For Bob,7.3,2.58,1.49,0.0,0.86,0.23,2012.0,6,31,23
madden nfl 08,Ps2,Sports,Ea Sports,Ea Tiburon,7.3,2.57,2.14,0.0,0.08,0.35,2007.0,17,21,167
nba 2k14,X360,Sports,2K Sports,Visual Concepts,7.3,2.57,2.11,0.0,0.19,0.27,2013.0,17,35,7
dragon age: origins,X360,Role-Playing,Electronic Arts,Bioware Edmonton,8.5,2.56,1.76,0.03,0.55,0.22,2009.0,13,35,178
hot shots golf,Ps,Sports,Sony Computer Entertainment,Camelot Software Planning,7.3,2.56,0.26,2.13,0.17,0.0,1998.0,17,20,585
fifa 16,Ps3,Sports,Ea Sports,Ea Canada,9.0,2.55,0.43,0.05,1.68,0.38,2015.0,17,22,167
madden nfl 09,X360,Sports,Ea Sports,Ea Tiburon,8.5,2.54,2.21,0.0,0.12,0.2,2008.0,17,35,167
crazy taxi,Ps2,Racing,Acclaim Entertainment,Hitmaker,8.2,2.52,1.13,0.06,1.12,0.22,2001.0,12,21,20
tomb raider (2013),Ps3,Action,Square Enix,Crystal Dynamics,8.9,2.51,0.6,0.08,1.45,0.38,2013.0,0,22,601
midnight club: los angeles,Ps3,Racing,Rockstar Games,Rockstar San Diego,8.3,2.5,1.59,0.05,0.54,0.33,2008.0,12,22,552
pes 2009: pro evolution soccer,Ps2,Sports,Konami,Konami,7.3,2.5,0.13,0.26,0.07,2.05,2008.0,17,21,353
marvel: ultimate alliance,X360,Role-Playing,Activision,Raven Software,8.3,2.5,2.29,0.0,0.02,0.19,2006.0,13,35,23
rockstar games double pack: grand theft auto iii & grand theft auto vice city,Xb,Action,Rockstar Games,Rockstar North,9.8,2.49,1.84,0.0,0.56,0.09,2003.0,0,36,552
mortal kombat: deadly alliance,Ps2,Fighting,Midway Games,Midway,8.2,2.49,1.81,0.0,0.52,0.15,2002.0,5,21,413
game party,Wii,Misc,Midway Games,Jgi Entertainment,2.6,2.49,1.47,0.0,0.77,0.24,2007.0,6,31,413
nba 2k15,Ps4,Sports,2K Sports,Visual Concepts,7.3,2.49,1.49,0.01,0.55,0.44,2014.0,17,23,7
saints row: the third,Ps3,Action,Thq,Volition Inc.,8.3,2.48,0.86,0.18,1.06,0.37,2011.0,0,22,657
tomb raider: the last revelation,Ps,Action,Eidos Interactive,Core Design Ltd.,7.3,2.48,1.15,0.06,1.14,0.13,1999.0,0,20,174
madden nfl 16,Xone,Sports,Ea Sports,Ea Tiburon,8.4,2.47,2.13,0.0,0.08,0.26,2015.0,17,38,167
rock band,X360,Misc,Mtv Games,Harmonix Music Systems,9.1,2.47,1.93,0.0,0.33,0.21,2007.0,6,35,430
assassin's creed origins,Xone,Action,Ubisoft,Ubisoft Montreal,7.3,2.47,1.34,0.0,0.92,0.22,2017.0,0,38,685
minecraft,Psv,Misc,Sony Computer Entertainment America,4J Studios,7.3,2.47,0.22,1.25,0.73,0.27,2014.0,6,26,586
pure,X360,Racing,Disney Interactive Studios,Black Rock Studio,8.3,2.47,1.38,0.0,0.84,0.25,2008.0,12,35,154
lego harry potter: years 1-4,Wii,Adventure,Warner Bros. Interactive,Traveller'S Tales,7.9,2.45,1.29,0.0,0.94,0.22,2010.0,2,31,717
dying light,Ps4,Action,Warner Bros. Interactive,Techland,7.3,2.45,1.18,0.13,0.74,0.4,2015.0,0,23,717
madden nfl 17,Xone,Sports,Ea Sports,Ea Tiburon,8.1,2.44,2.14,0.0,0.04,0.26,2016.0,17,38,167
twisted metal 2,Ps,Racing,Sony Computer Entertainment,Singletrac,8.7,2.44,2.12,0.0,0.25,0.07,1996.0,12,20,585
udraw studio,Wii,Misc,Thq,"Pipeworks Software, Inc.",7.3,2.44,1.65,0.0,0.58,0.21,2010.0,6,31,657
the sims: bustin' out,Ps2,Simulation,Electronic Arts,Maxis,7.3,2.43,1.07,0.0,1.19,0.18,2003.0,16,21,178
tom clancy's rainbow six: vegas 2,X360,Shooter,Ubisoft,Ubisoft Montreal,8.2,2.42,1.56,0.02,0.61,0.23,2008.0,15,35,685
sonic adventure,Dc,Platform,Sega,Sonic Team,8.9,2.42,1.26,0.46,0.61,0.08,1999.0,10,3,566
need for speed carbon: own the city,Psp,Racing,Electronic Arts,Ea Black Box,7.4,2.42,0.87,0.0,0.97,0.58,2006.0,12,25,178
halo: combat evolved anniversary,X360,Shooter,Microsoft Studios,343 Industries,8.0,2.41,1.44,0.04,0.71,0.22,2011.0,15,35,411
kinect: disneyland adventures,X360,Action-Adventure,Microsoft Studios,Frontier Developments,8.5,2.41,1.73,0.02,0.43,0.23,2011.0,1,35,411
need for speed: prostreet,Ps2,Racing,Electronic Arts,Ea Black Box,7.3,2.41,0.69,0.04,0.0,1.68,2007.0,12,21,178
pro evolution soccer 2011,Ps3,Sports,Konami,Konami,6.0,2.41,0.29,0.54,1.18,0.41,2010.0,17,22,353
nba 2k16,Xone,Sports,2K Sports,Visual Concepts,8.3,2.41,2.01,0.0,0.15,0.25,2015.0,17,38,7
atv offroad fury,Ps2,Racing,Sony Computer Entertainment,Rainbow Studios,8.4,2.41,2.07,0.0,0.26,0.08,2001.0,12,21,585
forza motorsport 5,Xone,Racing,Microsoft Studios,Turn 10 Studios,7.3,2.4,1.28,0.01,0.9,0.21,2013.0,12,38,411
batman: arkham origins,Ps3,Action-Adventure,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,7.3,2.4,1.08,0.04,0.88,0.4,2013.0,1,22,718
midnight club: los angeles,X360,Racing,Rockstar Games,Rockstar San Diego,8.0,2.4,1.72,0.01,0.45,0.22,2008.0,12,35,552
tetris plus,Ps,Puzzle,Jaleco,Atlus Co.,7.3,2.4,2.1,0.0,0.24,0.07,1996.0,11,20,328
madden nfl 11,Ps3,Sports,Ea Sports,Ea Tiburon,8.4,2.4,2.05,0.0,0.15,0.2,2010.0,17,22,167
theme hospital,Pc,Strategy,Electronic Arts,Bullfrog Productions,5.5,2.4,2.3,0.0,0.1,0.0,1997.0,18,17,178
zumba fitness,X360,Sports,Majesco,"Pipeworks Software, Inc.",7.3,2.39,1.74,0.0,0.45,0.2,2010.0,17,35,375
frogger's adventures: temple of the frog,Gba,Adventure,Konami,Konami,6.7,2.39,2.15,0.0,0.18,0.07,2001.0,2,6,353
monopoly,Pc,Misc,Hasbro Interactive,Unknown,7.3,2.39,1.49,0.0,0.81,0.1,1995.0,6,17,278
mortal kombat ii (us & others sales),Gen,Fighting,Acclaim Entertainment,Probe Entertainment Limited,7.3,2.39,1.78,0.0,0.53,0.08,1994.0,5,9,20
dead island,X360,Action,Deep Silver,Techland,7.0,2.38,1.48,0.0,0.7,0.21,2011.0,0,35,144
wcw/nwo revenge,N64,Fighting,Thq,Aki Corp.,7.3,2.38,1.94,0.03,0.39,0.02,1998.0,5,12,657
the incredibles,Ps2,Action,Thq,Heavy Iron Studios,5.9,2.37,0.96,0.04,1.08,0.3,2004.0,0,21,657
madden nfl 10,Ps3,Sports,Ea Sports,Ea Tiburon,8.5,2.37,2.03,0.0,0.13,0.21,2009.0,17,22,167
madden nfl 08,X360,Sports,Ea Sports,Ea Tiburon,8.7,2.37,2.18,0.0,0.01,0.18,2007.0,17,35,167
tony hawk's underground 2,Ps2,Sports,Activision,Neversoft Entertainment,7.3,2.37,1.25,0.01,0.86,0.26,2004.0,17,21,23
sonic's ultimate genesis collection,Ps3,Misc,Sega,Backbone Entertainment,8.1,2.36,1.39,0.0,0.64,0.33,2009.0,6,22,566
destiny 2,Xone,Shooter,Activision,Bungie,7.3,2.35,1.66,0.0,0.47,0.23,2017.0,15,38,23
lego indiana jones: the original adventures,Wii,Adventure,Lucasarts,Traveller'S Tales,7.8,2.35,1.51,0.0,0.62,0.22,2008.0,2,31,369
lego marvel super heroes,X360,Action,Warner Bros. Interactive Entertainment,Traveller'S Tales,7.3,2.34,1.26,0.0,0.87,0.21,2013.0,0,35,718
wwe smackdown vs raw 2008,Ps2,Fighting,Thq,Yuke'S Media Creations,7.3,2.34,0.92,0.01,0.0,1.41,2007.0,5,21,657
